Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Standardized Model,Model_Year,Device Type,Model.1,Generation,Year,Screen Size (inch),Clock Speed,Chipset,RAM (GB),Storage (GB),Storage Type,Connectivity,Model Number
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),4TB SSD,675,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),2023.0,Mac,Mac mini,,Early 2023,,,M2 pro,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),512GB SSD,475,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),2023.0,Mac,Mac mini,,Early 2023,,,M2 pro,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),8TB SSD,675,Mac Mini M2 Pro 12-Core CPU and 19-Core GPU (Early 2023),2023.0,Mac,Mac mini,,Early 2023,,,M2 pro,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),1TB,1750,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 ,,1024.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),256GB,1025,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 ,,256.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),2TB,2375,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 ,,2048.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),512GB,1375,Mac Mini M4 10-Core CPU and 10-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 ,,512.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),1TB,2625,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 pro,,1024.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),2TB,3175,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 pro,,2048.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),4TB,4050,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 pro,,4096.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),512GB,2300,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 pro,,512.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),8TB,5825,Mac Mini M4 Pro 12-Core CPU and 16-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 pro,,8192.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),1TB SSD,2975,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 pro,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),2TB SSD,3500,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 pro,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),4TB SSD,4375,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 pro,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),512GB SSD,2625,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 pro,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),8TB SSD,6175,Mac Mini M4 Pro 14-Core CPU and 20-Core GPU (Late 2024),2024.0,Mac,Mac mini,,Late 2024,,,M4 pro,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),1TB SSD,10000,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2TB SSD,10600,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),4TB SSD,11400,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),8TB SSD,12100,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),1TB SSD,10000,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),2TB SSD,10600,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),4TB SSD,11400,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),8TB SSD,12100,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),1TB SSD,11400,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2TB SSD,12000,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),4TB SSD,12900,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),8TB SSD,13700,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),1TB SSD,11400,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),2TB SSD,12025,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),4TB SSD,12900,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),8TB SSD,13650,Mac Pro M2 Ultra 24-Core CPU and 76-Core GPU Rack (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),1TB,1975,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 Max,,1024.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),2TB,2375,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 Max,,2048.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),4TB,2925,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 Max,,4096.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),512GB,1825,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 Max,,512.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),8TB,3625,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 Max,,8192.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),1TB,2100,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 Max,,1024.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),2TB,2450,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 Max,,2048.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),4TB,2975,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 Max,,4096.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),512GB,1975,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 Max,,512.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),8TB,3825,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 Max,,8192.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),1TB,3250,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 ultra,,1024.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),2TB,3950,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 ultra,,2048.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),4TB,4200,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 ultra,,4096.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),8TB,5075,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 ultra,,8192.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),1TB,4375,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 ultra,,1024.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),2TB,4775,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 ultra,,2048.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),4TB,5325,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 ultra,,4096.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),8TB,5900,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),2022.0,Mac,Mac Studio,,Early 2022,,,M1 ultra,,8192.0,,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),1TB SSD,3225,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 Max,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),2TB SSD,3825,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 Max,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),4TB SSD,4700,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 Max,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),512GB SSD,3000,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 Max,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),8TB SSD,5900,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 Max,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),1TB SSD,3575,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 Max,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),2TB SSD,4150,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 Max,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),4TB SSD,5000,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 Max,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),512GB SSD,3225,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 Max,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),8TB SSD,6150,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 Max,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),1TB SSD,5925,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 ultra,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2TB SSD,6475,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 ultra,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),4TB SSD,7150,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 ultra,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),8TB SSD,8350,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 ultra,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),1TB SSD,7350,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 ultra,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2TB SSD,7950,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 ultra,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),4TB SSD,8800,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 ultra,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),8TB SSD,9600,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2023.0,Mac,Mac Studio,,Mid 2023,,,M2 ultra,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),16TB SSD,13600,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M3 ultra,,16384.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),1TB SSD,8675,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M3 ultra,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),2TB SSD,9450,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M3 ultra,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),4TB SSD,10025,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M3 ultra,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),8TB SSD,11125,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M3 ultra,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),16TB SSD,15525,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M3 ultra,,16384.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),1TB SSD,10525,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M3 ultra,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),2TB SSD,11300,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M3 ultra,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),4TB SSD,11850,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M3 ultra,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),8TB SSD,12950,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M3 ultra,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),1TB SSD,4800,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M4 Max,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),2TB SSD,5650,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M4 Max,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),4TB SSD,6175,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M4 Max,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),512GB SSD,4325,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M4 Max,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),8TB SSD,7575,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M4 Max,,8192.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),1TB SSD,5850,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M4 Max,,1024.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),2TB SSD,6575,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M4 Max,,2048.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),4TB SSD,7050,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M4 Max,,4096.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),512GB SSD,5175,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M4 Max,,512.0,SSD,,
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),8TB SSD,8375,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),2025.0,Mac,Mac Studio,,Early 2025,,,M4 Max,,8192.0,SSD,,
,Retailer Trade-in,Machines,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),1TB SSD,10000,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,1024.0,SSD,,
,Retailer Trade-in,Machines,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2TB SSD,10600,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,2048.0,SSD,,
,Retailer Trade-in,Machines,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),4TB SSD,11400,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,4096.0,SSD,,
,Retailer Trade-in,Machines,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),8TB SSD,12100,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,8192.0,SSD,,
,Retailer Trade-in,Machines,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),1TB SSD,10000,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,1024.0,SSD,,
,Retailer Trade-in,Machines,Mac,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),2TB SSD,10600,Mac Pro M2 Ultra 24-Core CPU and 60-Core GPU Rack (Mid 2023),2023.0,Mac,Mac Pro,,Mid 2023,,,M2 ultra,,2048.0,SSD,,
